"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007249","BP","GO:0007249","I-kappaB kinase/NF-kappaB signaling","11/512","228/29008",0.00257028220613746,0.0247908385354768,0.0185585501763043,"Cd40/Zc3hav1/Cd4/Ppm1n/Akap13/Trim34a/Tnfaip3/Edar/Irf1/Per1/Map3k14",11
"GO:0023035","BP","GO:0023035","CD40 signaling pathway","3/512","16/29008",0.00257948732873716,0.0247908385354768,0.0185585501763043,"Cd40/Tnfaip3/Itga5",3
"GO:0031650","BP","GO:0031650","regulation of heat generation","3/512","16/29008",0.00257948732873716,0.0247908385354768,0.0185585501763043,"Ptgs2/Nmu/Apln",3
"GO:0042921","BP","GO:0042921","glucocorticoid receptor signaling pathway","3/512","16/29008",0.00257948732873716,0.0247908385354768,0.0185585501763043,"Bdnf/Arntl/Per1",3
"GO:0071371","BP","GO:0071371","cellular response to gonadotropin stimulus","3/512","16/29008",0.00257948732873716,0.0247908385354768,0.0185585501763043,"Epha8/Inhba/Epha3",3
"GO:1902043","BP","GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","3/512","16/29008",0.00257948732873716,0.0247908385354768,0.0185585501763043,"Atf3/Thbs1/Pmaip1",3
"GO:1903587","BP","GO:1903587","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","3/512","16/29008",0.00257948732873716,0.0247908385354768,0.0185585501763043,"Thbs1/Il12a/Vegfa",3
"GO:0008543","BP","GO:0008543","fibroblast growth factor receptor signaling pathway","6/512","78/29008",0.00258052518854568,0.0247908385354768,0.0185585501763043,"Thbs1/Fgf3/Fgf10/Shisa2/Smoc2/Apln",6
"GO:0032892","BP","GO:0032892","positive regulation of organic acid transport","5/512","54/29008",0.00260782655453052,0.0249611850009218,0.0186860724229518,"Ntsr1/Trh/P2ry2/Syt4/Htr2c",5
"GO:0040036","BP","GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","4/512","33/29008",0.00261617588667235,0.0249611850009218,0.0186860724229518,"Thbs1/Shisa2/Smoc2/Apln",4
"GO:1903792","BP","GO:1903792","negative regulation of anion transport","4/512","33/29008",0.00261617588667235,0.0249611850009218,0.0186860724229518,"Rgs4/Trh/Htr1b/Gabre",4
"GO:0006865","BP","GO:0006865","amino acid transport","9/512","164/29008",0.00263474151107051,0.025040659516741,0.0187455674572749,"Rgs4/Bdnf/Ntsr1/Slc1a7/Trh/Htr1b/Arg2/Syt4/Htr2c",9
"GO:0048661","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","7/512","105/29008",0.00263648963564633,0.025040659516741,0.0187455674572749,"Ptgs2/Thbs1/Nr4a3/Htr1b/Ern1/Adamts1/Vegfa",7
"GO:0007586","BP","GO:0007586","digestion","8/512","134/29008",0.00267656213471965,0.0253636126099624,0.0189873318161757,"Crh/Ghsr/Nmu/Tac1/Muc2/Pawr/Fgf10/Adm2",8
"GO:0010596","BP","GO:0010596","negative regulation of endothelial cell migration","5/512","55/29008",0.00282769224626847,0.0266146979665675,0.0199239007963725,"Thbs1/Slit2/Adamts9/Hdac5/Stc1",5
"GO:0032964","BP","GO:0032964","collagen biosynthetic process","5/512","55/29008",0.00282769224626847,0.0266146979665675,0.0199239007963725,"Nppc/Suco/Col1a1/Tgfb3/Mkx",5
"GO:0140353","BP","GO:0140353","lipid export from cell","5/512","55/29008",0.00282769224626847,0.0266146979665675,0.0199239007963725,"Crh/Tac1/P2ry2/Inhba/Galr1",5
"GO:0007292","BP","GO:0007292","female gamete generation","9/512","166/29008",0.00285754143481151,0.0267959186735574,0.0200595635565831,"Nppc/Ptgs2/Ythdc1/Meiosin/Lgr5/Inhba/Adamts1/Hsf2bp/Fosl1",9
"GO:0016051","BP","GO:0016051","carbohydrate biosynthetic process","10/512","198/29008",0.00285977021498124,0.0267959186735574,0.0200595635565831,"B3galt2/Atf3/Ntsr1/Ndst3/Lepr/B3gnt8/Irs2/Ppp1r3b/Mas1/Sik1",10
"GO:0014047","BP","GO:0014047","glutamate secretion","4/512","34/29008",0.00292416533689021,0.0272162292714125,0.0203742102478906,"Bdnf/Ntsr1/Trh/Syt4",4
"GO:0043516","BP","GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","4/512","34/29008",0.00292416533689021,0.0272162292714125,0.0203742102478906,"Dyrk3/Cd44/Hic1/Pmaip1",4
"GO:1904707","BP","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","4/512","34/29008",0.00292416533689021,0.0272162292714125,0.0203742102478906,"Nr4a3/Htr1b/Ern1/Adamts1",4
"GO:0008277","BP","GO:0008277","regulation of G protein-coupled receptor signaling pathway","8/512","136/29008",0.00293265928753877,0.0272346292502767,0.0203879845674041,"Rgs4/Kctd8/Adm/Htr1b/Pde10a/Adcyap1/Ptgdr2/Apln",8
"GO:0051048","BP","GO:0051048","negative regulation of secretion","10/512","199/29008",0.00296491363668577,0.0274731132765185,0.0205665149451047,"Crh/Ghsr/Il12a/Nmu/Trh/Drd4/Htr1b/Tacr2/Cartpt/Syt4",10
"GO:0009266","BP","GO:0009266","response to temperature stimulus","9/512","167/29008",0.00297438669168361,0.0274999158950128,0.0205865795241818,"Ntsr1/Plac8/Tac1/Htr1b/Pawr/Trpv3/Htr2a/Hspa1a/Lncbate10",9
"GO:0032355","BP","GO:0032355","response to estradiol","5/512","56/29008",0.00306065023883303,0.0281783923550374,0.0210944905175429,"Sprr2f/Fosl2/Areg/Sstr2/Esr2",5
"GO:0060349","BP","GO:0060349","bone morphogenesis","7/512","108/29008",0.00308803113165403,0.0281783923550374,0.0210944905175429,"Col9a1/Nppc/Thbs1/Pax1/Col10a1/Col1a1/Stc1",7
"GO:0001820","BP","GO:0001820","serotonin secretion","3/512","17/29008",0.00309148023713042,0.0281783923550374,0.0210944905175429,"Crh/Htr1b/Syk",3
"GO:0010752","BP","GO:0010752","regulation of cGMP-mediated signaling","3/512","17/29008",0.00309148023713042,0.0281783923550374,0.0210944905175429,"Nppc/Thbs1/Pde10a",3
"GO:0031958","BP","GO:0031958","corticosteroid receptor signaling pathway","3/512","17/29008",0.00309148023713042,0.0281783923550374,0.0210944905175429,"Bdnf/Arntl/Per1",3
"GO:0034698","BP","GO:0034698","response to gonadotropin","3/512","17/29008",0.00309148023713042,0.0281783923550374,0.0210944905175429,"Epha8/Inhba/Epha3",3
"GO:0051250","BP","GO:0051250","negative regulation of lymphocyte activation","9/512","168/29008",0.00309497058888781,0.0281783923550374,0.0210944905175429,"Lax1/Cd44/Fgl2/Lrrc32/Tnfaip3/Pawr/Irf1/Arg2/Btn2a2",9
"GO:0003407","BP","GO:0003407","neural retina development","6/512","81/29008",0.00311981035780612,0.0282813177554702,0.0211715410055938,"Cnga3/Bhlhe23/Atoh7/Dio3/Zhx2/Rorb",6
"GO:0072078","BP","GO:0072078","nephron tubule morphogenesis","6/512","81/29008",0.00311981035780612,0.0282813177554702,0.0211715410055938,"Kif26b/Cd44/Bmp2/Six4/Gdnf/Vegfa",6
"GO:0042310","BP","GO:0042310","vasoconstriction","7/512","109/29008",0.00325095930847846,0.0291370052190867,0.0218121130744262,"Ptgs2/Hrh1/Adm/Htr1b/Htr2a/Apln/Htr2c",7
"GO:0015695","BP","GO:0015695","organic cation transport","4/512","35/29008",0.00325603767344184,0.0291370052190867,0.0218121130744262,"Tacr2/Slc44a4/Slc5a7/Htr2c",4
"GO:0019934","BP","GO:0019934","cGMP-mediated signaling","4/512","35/29008",0.00325603767344184,0.0291370052190867,0.0218121130744262,"Nppc/Thbs1/Pde10a/Htr2c",4
"GO:0035025","BP","GO:0035025","positive regulation of Rho protein signal transduction","4/512","35/29008",0.00325603767344184,0.0291370052190867,0.0218121130744262,"Gpr4/Akap13/Lpar2/Abra",4
"GO:1990089","BP","GO:1990089","response to nerve growth factor","4/512","35/29008",0.00325603767344184,0.0291370052190867,0.0218121130744262,"Bdnf/Ngf/Tac1/Ntf5",4
"GO:1990090","BP","GO:1990090","cellular response to nerve growth factor stimulus","4/512","35/29008",0.00325603767344184,0.0291370052190867,0.0218121130744262,"Bdnf/Ngf/Tac1/Ntf5",4
"GO:0003002","BP","GO:0003002","regionalization","15/512","379/29008",0.0032827398449603,0.0293131833591648,0.0219440009429195,"Gbx2/Lhx3/Bmp2/Pax1/Heyl/Kdm2b/Ntf5/Mesp1/Fgf3/Egr2/Fgf10/Fezf2/Gdnf/Ets2/Tgif1",15
"GO:0050727","BP","GO:0050727","regulation of inflammatory response","14/512","342/29008",0.00329077443076536,0.0293222736592078,0.0219508059886313,"Ptgs2/Tnfaip6/Cd44/Duoxa2/Ghsr/Slit2/Tac1/Gpr4/Zfp36/Nlrp10/Tnfaip3/Mas1/Ier3/Adcyap1",14
"GO:0048771","BP","GO:0048771","tissue remodeling","10/512","202/29008",0.00329896466504123,0.0293327092238453,0.0219586181063887,"Suco/Lepr/Epha2/Htr1b/Rspo3/Syk/Cartpt/Fgf10/Vegfa/Mc4r",10
"GO:0008625","BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","6/512","82/29008",0.00331699263664664,0.0294303868971259,0.0220317401187033,"Atf3/Thbs1/Ngf/Tnfaip3/Pmaip1/Itprip",6
"GO:1903531","BP","GO:1903531","negative regulation of secretion by cell","9/512","170/29008",0.00334768420370756,0.0296164758108081,0.0221710472436674,"Crh/Ghsr/Il12a/Trh/Drd4/Htr1b/Tacr2/Cartpt/Syt4",9
"GO:0030177","BP","GO:0030177","positive regulation of Wnt signaling pathway","8/512","139/29008",0.00335213999964399,0.0296164758108081,0.0221710472436674,"Bmp2/Ppm1n/Arntl/Tnfaip3/Rspo3/Lgr5/Col1a1/Fgf10",8
"GO:0042886","BP","GO:0042886","amide transport","14/512","343/29008",0.00337709047968369,0.0297739685961986,0.0222889471588273,"Crh/Ghsr/Lepr/Nmu/Trh/Arntl/Irs2/Tacr2/Cartpt/Adcy8/Adcyap1/Mc4r/Apln/Htr2c",14
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","17/512","457/29008",0.00341957237561318,0.0299031534540862,0.0223856556127868,"Lax1/Kif26b/Cd44/Bmp2/Il12a/Nr4a3/Fgl2/Cd4/Lrrc32/Tnfaip3/Pawr/Irf1/Arg2/Btn2a2/Syk/Vegfa/Cd6",17
"GO:0002027","BP","GO:0002027","regulation of heart rate","7/512","110/29008",0.00342036548242479,0.0299031534540862,0.0223856556127868,"Rgs4/Nmu/Tac1/Adm/Kcnj5/Kcnj2/Apln",7
"GO:0016525","BP","GO:0016525","negative regulation of angiogenesis","7/512","110/29008",0.00342036548242479,0.0299031534540862,0.0223856556127868,"Thbs1/Ism1/Epha2/Adamts9/Gpr4/Cldn5/Adamts1",7
"GO:0055006","BP","GO:0055006","cardiac cell development","7/512","110/29008",0.00342036548242479,0.0299031534540862,0.0223856556127868,"Rgs4/Akap13/Xirp1/Myocd/Asb2/Vegfa/Nrap",7
"GO:0051384","BP","GO:0051384","response to glucocorticoid","6/512","83/29008",0.0035233056871001,0.0306747801383152,0.0229632993466261,"Trim63/Areg/Zfp36/Akap13/Sstr2/Gdnf",6
"GO:0072088","BP","GO:0072088","nephron epithelium morphogenesis","6/512","83/29008",0.0035233056871001,0.0306747801383152,0.0229632993466261,"Kif26b/Cd44/Bmp2/Six4/Gdnf/Vegfa",6
"GO:0051930","BP","GO:0051930","regulation of sensory perception of pain","5/512","58/29008",0.003567579606114,0.0309956656423086,0.0232035158975179,"Ntsr1/Nmu/Tac1/Tafa4/Htr2c",5
"GO:0008045","BP","GO:0008045","motor neuron axon guidance","4/512","36/29008",0.00361265861373321,0.0312979058719511,0.0234297744994241,"Lhx3/Slit2/Ntn5/Egr2",4
"GO:0035270","BP","GO:0035270","endocrine system development","8/512","141/29008",0.00365666980723924,0.0312979058719511,0.0234297744994241,"Lhx3/Bmp2/Pax1/Crh/Arntl/Arid5b/Fgf10/Onecut2",8
"GO:0032274","BP","GO:0032274","gonadotropin secretion","3/512","18/29008",0.00366155116554858,0.0312979058719511,0.0234297744994241,"Crh/Tacr2/Inhba",3
"GO:0032793","BP","GO:0032793","positive regulation of CREB transcription factor activity","3/512","18/29008",0.00366155116554858,0.0312979058719511,0.0234297744994241,"Lpar5/Adcy8/Vegfa",3
"GO:0045843","BP","GO:0045843","negative regulation of striated muscle tissue development","3/512","18/29008",0.00366155116554858,0.0312979058719511,0.0234297744994241,"Bdnf/Fgf3/Hdac5",3
"GO:0046549","BP","GO:0046549","retinal cone cell development","3/512","18/29008",0.00366155116554858,0.0312979058719511,0.0234297744994241,"Cnga3/Dio3/Rorb",3
"GO:0070486","BP","GO:0070486","leukocyte aggregation","3/512","18/29008",0.00366155116554858,0.0312979058719511,0.0234297744994241,"Cd44/Thbs1/Nr4a3",3
"GO:0043491","BP","GO:0043491","protein kinase B signaling","10/512","205/29008",0.00366228187877102,0.0312979058719511,0.0234297744994241,"Eng/Thbs1/Cd40/Plk3/Epha2/Nop53/Tpbg/Fam110c/Btn2a2/Vegfa",10
"GO:0034103","BP","GO:0034103","regulation of tissue remodeling","6/512","84/29008",0.0037390034368993,0.0318883578832697,0.0238717899344032,"Suco/Lepr/Syk/Cartpt/Vegfa/Mc4r",6
"GO:2000181","BP","GO:2000181","negative regulation of blood vessel morphogenesis","7/512","112/29008",0.00377926978213419,0.0321661271273702,0.0240797294297413,"Thbs1/Ism1/Epha2/Adamts9/Gpr4/Cldn5/Adamts1",7
"GO:0030199","BP","GO:0030199","collagen fibril organization","5/512","59/29008",0.00384241763193303,0.0323087792431552,0.0241865195427406,"Acan/Adamts14/Adamts2/Col1a1/Mkx",5
"GO:0051931","BP","GO:0051931","regulation of sensory perception","5/512","59/29008",0.00384241763193303,0.0323087792431552,0.0241865195427406,"Ntsr1/Nmu/Tac1/Tafa4/Htr2c",5
"GO:0060443","BP","GO:0060443","mammary gland morphogenesis","5/512","59/29008",0.00384241763193303,0.0323087792431552,0.0241865195427406,"Epha2/Slit2/Areg/Mst1/Fgf10",5
"GO:1903350","BP","GO:1903350","response to dopamine","5/512","59/29008",0.00384241763193303,0.0323087792431552,0.0241865195427406,"Rgs4/Drd4/Htr1b/Htr2a/Htr2c",5
"GO:1903351","BP","GO:1903351","cellular response to dopamine","5/512","59/29008",0.00384241763193303,0.0323087792431552,0.0241865195427406,"Rgs4/Drd4/Htr1b/Htr2a/Htr2c",5
"GO:1903793","BP","GO:1903793","positive regulation of anion transport","5/512","59/29008",0.00384241763193303,0.0323087792431552,0.0241865195427406,"Ntsr1/Trh/P2ry2/Syt4/Htr2c",5
"GO:0009615","BP","GO:0009615","response to virus","13/512","312/29008",0.00391283092191283,0.0328347799652083,0.0245802864086344,"Cd40/Il12a/Isg15/Fgl2/Irf5/Zc3hav1/Nop53/Trim34a/Irak3/Irf1/Map3k14/Pmaip1/Ifit1bl1",13
"GO:0007264","BP","GO:0007264","small GTPase mediated signal transduction","16/512","425/29008",0.00396153730398176,0.0329932721255047,0.0246989344610269,"Chml/Psd4/Rnd3/Arhgap40/Ngf/Slit2/Ksr2/Gpr4/Akap13/Lpar2/Rab39/Kitl/Elmo1/Fgf10/Dok2/Abra",16
"GO:0072028","BP","GO:0072028","nephron morphogenesis","6/512","85/29008",0.00396434067465318,0.0329932721255047,0.0246989344610269,"Kif26b/Cd44/Bmp2/Six4/Gdnf/Vegfa",6
"GO:1901343","BP","GO:1901343","negative regulation of vasculature development","7/512","113/29008",0.00396909945623216,0.0329932721255047,0.0246989344610269,"Thbs1/Ism1/Epha2/Adamts9/Gpr4/Cldn5/Adamts1",7
"GO:0006869","BP","GO:0006869","lipid transport","15/512","387/29008",0.00397973065285418,0.0329932721255047,0.0246989344610269,"Thbs1/Slc27a2/Ntsr1/Crh/Atp10d/Tac1/Osbpl3/P2ry2/Drd4/Irs2/Esyt1/Inhba/Syk/Lipg/Galr1",15
"GO:0050671","BP","GO:0050671","positive regulation of lymphocyte proliferation","8/512","143/29008",0.0039821750208865,0.0329932721255047,0.0246989344610269,"Cd40/Il12a/Tac1/Cd4/Irs2/Syk/Fgf10/Cd6",8
"GO:0050728","BP","GO:0050728","negative regulation of inflammatory response","8/512","143/29008",0.0039821750208865,0.0329932721255047,0.0246989344610269,"Tnfaip6/Cd44/Ghsr/Slit2/Zfp36/Tnfaip3/Ier3/Adcyap1",8
"GO:0033005","BP","GO:0033005","positive regulation of mast cell activation","4/512","37/29008",0.0039948781276634,0.0329932721255047,0.0246989344610269,"Nppc/Nr4a3/Cd300lb/Syk",4
"GO:0090075","BP","GO:0090075","relaxation of muscle","4/512","37/29008",0.0039948781276634,0.0329932721255047,0.0246989344610269,"Nppc/Kbtbd13/Pawr/Kcnj2",4
"GO:2001234","BP","GO:2001234","negative regulation of apoptotic signaling pathway","11/512","242/29008",0.00403990511076954,0.0332993362088874,0.0249280556196555,"Scg2/Ptgs2/Nr4a2/Cd44/Bdnf/Tnfaip3/Fgf10/Gdnf/Ier3/Vegfa/Itprip",11
"GO:0042391","BP","GO:0042391","regulation of membrane potential","17/512","465/29008",0.00406477519398965,0.0334383770387456,0.0250321423052989,"Rgs4/Bdnf/Ntsr1/Gabrg1/Tac1/Tafa4/Drd4/Kcnj5/Xirp1/Pawr/Glra1/Chrne/Kcnj2/Kcnk13/Adcyap1/Pmaip1/Gabre",17
"GO:0046717","BP","GO:0046717","acid secretion","5/512","60/29008",0.00413208042115819,0.0339252732416898,0.0253966353255757,"Ntsr1/Nmu/Trh/Htr1b/Htr2c",5
"GO:0032103","BP","GO:0032103","positive regulation of response to external stimulus","16/512","427/29008",0.00414271494057884,0.0339458936013313,0.0254120718336436,"Scg2/Prss56/Ptgs2/Thbs1/Ghsr/Il12a/Slit2/Tac1/Zc3hav1/Gpr4/Nlrp10/Tpbg/Syk/Fgf10/Smoc2/Vegfa",16
"GO:0060606","BP","GO:0060606","tube closure","7/512","114/29008",0.00416607008064363,0.0340704635362225,0.0255053255323367,"Spint1/Grhl3/Shroom3/Kdm2b/Adm/Fgf10/Tgif1",7
"GO:0019229","BP","GO:0019229","regulation of vasoconstriction","6/512","86/29008",0.00419957288787727,0.0341439982459905,0.025560373997074,"Ptgs2/Hrh1/Adm/Htr2a/Apln/Htr2c",6
"GO:0046530","BP","GO:0046530","photoreceptor cell differentiation","6/512","86/29008",0.00419957288787727,0.0341439982459905,0.025560373997074,"Cnga3/Bhlhe23/Gnat1/Dio3/Vegfa/Rorb",6
"GO:2000300","BP","GO:2000300","regulation of synaptic vesicle exocytosis","6/512","86/29008",0.00419957288787727,0.0341439982459905,0.025560373997074,"Chrm2/P2ry2/Drd4/Htr1b/Htr2a/Syt4",6
"GO:0006525","BP","GO:0006525","arginine metabolic process","3/512","19/29008",0.00429162063351382,0.0342919361901611,0.0256711211085903,"Agmat/Nags/Arg2",3
"GO:0010623","BP","GO:0010623","programmed cell death involved in cell development","3/512","19/29008",0.00429162063351382,0.0342919361901611,0.0256711211085903,"Bdnf/Bhlhe23/Kitl",3
"GO:0033604","BP","GO:0033604","negative regulation of catecholamine secretion","3/512","19/29008",0.00429162063351382,0.0342919361901611,0.0256711211085903,"Crh/Ghsr/Syt4",3
"GO:0040037","BP","GO:0040037","negative regulation of fibroblast growth factor receptor signaling pathway","3/512","19/29008",0.00429162063351382,0.0342919361901611,0.0256711211085903,"Thbs1/Shisa2/Apln",3
"GO:0042670","BP","GO:0042670","retinal cone cell differentiation","3/512","19/29008",0.00429162063351382,0.0342919361901611,0.0256711211085903,"Cnga3/Dio3/Rorb",3
"GO:0044539","BP","GO:0044539","long-chain fatty acid import into cell","3/512","19/29008",0.00429162063351382,0.0342919361901611,0.0256711211085903,"Thbs1/Slc27a2/Irs2",3
"GO:0051956","BP","GO:0051956","negative regulation of amino acid transport","3/512","19/29008",0.00429162063351382,0.0342919361901611,0.0256711211085903,"Rgs4/Trh/Htr1b",3
"GO:0140354","BP","GO:0140354","lipid import into cell","3/512","19/29008",0.00429162063351382,0.0342919361901611,0.0256711211085903,"Thbs1/Slc27a2/Irs2",3
"GO:2000846","BP","GO:2000846","regulation of corticosteroid hormone secretion","3/512","19/29008",0.00429162063351382,0.0342919361901611,0.0256711211085903,"Crh/Tac1/Galr1",3
"GO:0032946","BP","GO:0032946","positive regulation of mononuclear cell proliferation","8/512","145/29008",0.0043295917556353,0.0343980303171101,0.0257505437217292,"Cd40/Il12a/Tac1/Cd4/Irs2/Syk/Fgf10/Cd6",8
"GO:0120161","BP","GO:0120161","regulation of cold-induced thermogenesis","8/512","145/29008",0.0043295917556353,0.0343980303171101,0.0257505437217292,"Lepr/Plac8/Ksr2/Arntl/Syk/Ebf2/Vegfa/Adcyap1",8
"GO:1903038","BP","GO:1903038","negative regulation of leukocyte cell-cell adhesion","8/512","145/29008",0.0043295917556353,0.0343980303171101,0.0257505437217292,"Lax1/Cd44/Fgl2/Lrrc32/Pawr/Irf1/Arg2/Btn2a2",8
"GO:0072009","BP","GO:0072009","nephron epithelium development","7/512","115/29008",0.00437034967362317,0.0346559606946323,0.0259436317387558,"Kif26b/Cd44/Bmp2/Heyl/Six4/Gdnf/Vegfa",7
"GO:0007548","BP","GO:0007548","sex differentiation","13/512","317/29008",0.00446605861187194,0.0352810187883041,0.0264115534662888,"Kif18a/Tiparp/Arid5b/Kitl/Six4/Esr2/Inhba/Fst/Fgf10/Adamts1/Vegfa/Adcyap1/Insl6",13
"GO:0051222","BP","GO:0051222","positive regulation of protein transport","13/512","317/29008",0.00446605861187194,0.0352810187883041,0.0264115534662888,"Ptgs2/Crh/Lepr/Plk3/Nmu/Trh/Irs2/Exph5/Slc35d3/Tgfb3/Pcsk1/Adcy8/Pmaip1",13
"GO:0043534","BP","GO:0043534","blood vessel endothelial cell migration","7/512","116/29008",0.0045821070196401,0.036129481575615,0.0270467171050057,"Ptgs2/Thbs1/Cd40/Epha2/Slit2/Hdac5/Vegfa",7
"GO:0015850","BP","GO:0015850","organic hydroxy compound transport","12/512","282/29008",0.00463193663833363,0.0364536030350211,0.027289356108886,"Crh/Ghsr/Tac1/Htr1b/Slc16a3/Syk/Cartpt/Htr2a/Gdnf/Syt4/Lipg/Galr1",12
"GO:0106106","BP","GO:0106106","cold-induced thermogenesis","8/512","147/29008",0.00469986821463886,0.0368563236838734,0.0275908348732313,"Lepr/Plac8/Ksr2/Arntl/Syk/Ebf2/Vegfa/Adcyap1",8
"GO:0032436","BP","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","6/512","88/29008",0.00470074671536361,0.0368563236838734,0.0275908348732313,"Trib3/Plk3/Nop53/Arih2/Rnf217/Hspa1a",6
"GO:0043407","BP","GO:0043407","negative regulation of MAP kinase activity","5/512","62/29008",0.00475759763168346,0.0372322106794105,0.0278722258256717,"Lax1/Bmp2/Trp73/Irak3/Dusp1",5
"GO:0045216","BP","GO:0045216","cell-cell junction organization","10/512","213/29008",0.0047876820542849,0.0372964999212002,0.027920353085177,"Epha2/Cldn3/Cldn23/Tgfb3/Ocln/Cdh6/Cldn5/Cldn1/Vegfa/Mpp7",10
"GO:0014812","BP","GO:0014812","muscle cell migration","7/512","117/29008",0.00480151159550268,0.0372964999212002,0.027920353085177,"Nr4a3/Slit2/P2ry2/Drd4/Myocd/Six4/Adamts1",7
"GO:0022600","BP","GO:0022600","digestive system process","7/512","117/29008",0.00480151159550268,0.0372964999212002,0.027920353085177,"Crh/Ghsr/Nmu/Tac1/Muc2/Pawr/Fgf10",7
"GO:0045446","BP","GO:0045446","endothelial cell differentiation","7/512","117/29008",0.00480151159550268,0.0372964999212002,0.027920353085177,"Cldn3/Prok2/Mesp1/Stc1/Cldn5/Cldn1/Vegfa",7
"GO:0046640","BP","GO:0046640","regulation of alpha-beta T cell proliferation","4/512","39/29008",0.00483942784067323,0.0374517943447656,0.0280366072952843,"Cd44/Irf1/Arg2/Syk",4
"GO:0090049","BP","GO:0090049","regulation of cell migration involved in sprouting angiogenesis","4/512","39/29008",0.00483942784067323,0.0374517943447656,0.0280366072952843,"Ptgs2/Thbs1/Hdac5/Vegfa",4
"GO:0001666","BP","GO:0001666","response to hypoxia","10/512","214/29008",0.00494558414235949,0.0382025806486512,0.0285986498124183,"Lct/Eng/Nr4a2/Bmp2/Mgarp/Plk3/Fosl2/Nop53/Tgfb3/Vegfa",10
"GO:0002031","BP","GO:0002031","G protein-coupled receptor internalization","3/512","20/29008",0.0049834513898156,0.0382828002905136,0.0286587026519582,"Adm/Htr1b/Apln",3
"GO:0048635","BP","GO:0048635","negative regulation of muscle organ development","3/512","20/29008",0.0049834513898156,0.0382828002905136,0.0286587026519582,"Bdnf/Fgf3/Hdac5",3
"GO:1901862","BP","GO:1901862","negative regulation of muscle tissue development","3/512","20/29008",0.0049834513898156,0.0382828002905136,0.0286587026519582,"Bdnf/Fgf3/Hdac5",3
"GO:0060249","BP","GO:0060249","anatomical structure homeostasis","13/512","322/29008",0.00508066079494677,0.0389579476368488,0.0291641214535622,"Col9a1/Ptgs2/Gnasas1/P2ry2/Muc2/Cdh23/Scgn/Syk/Cartpt/Ocln/Cldn5/Vegfa/Mc4r",13
"GO:0032655","BP","GO:0032655","regulation of interleukin-12 production","5/512","63/29008",0.00509430506153381,0.0389910272017396,0.0291888849872344,"Thbs1/Cd40/Irak3/Irf1/Syk",5
"GO:0010827","BP","GO:0010827","regulation of glucose transmembrane transport","6/512","90/29008",0.00524457666342045,0.0399946822562665,0.0299402263612862,"Opn3/Trib3/Nr4a3/Hk2/Irs2/Ocln",6
"GO:0031960","BP","GO:0031960","response to corticosteroid","6/512","90/29008",0.00524457666342045,0.0399946822562665,0.0299402263612862,"Trim63/Areg/Zfp36/Akap13/Sstr2/Gdnf",6
"GO:0007498","BP","GO:0007498","mesoderm development","7/512","119/29008",0.0052639433592417,0.0400050258086993,0.0299479695982304,"Nr4a3/Tal1/Epha2/Mesp1/Inhba/Ets2/Vegfa",7
"GO:0051147","BP","GO:0051147","regulation of muscle cell differentiation","8/512","150/29008",0.00530024560445178,0.0400050258086993,0.0299479695982304,"Rgs4/Eng/Bdnf/Bmp2/Mesp1/Myocd/Hdac5/Sik1",8
"GO:0001562","BP","GO:0001562","response to protozoan","4/512","40/29008",0.00530337025556818,0.0400050258086993,0.0299479695982304,"Cd40/Il12a/Ier3/Batf2",4
"GO:0033144","BP","GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway","4/512","40/29008",0.00530337025556818,0.0400050258086993,0.0299479695982304,"Heyl/Arntl/Per1/Esr2",4
"GO:0048520","BP","GO:0048520","positive regulation of behavior","4/512","40/29008",0.00530337025556818,0.0400050258086993,0.0299479695982304,"Crh/Ghsr/Penk/Nr4a3",4
"GO:0060219","BP","GO:0060219","camera-type eye photoreceptor cell differentiation","4/512","40/29008",0.00530337025556818,0.0400050258086993,0.0299479695982304,"Cnga3/Bhlhe23/Dio3/Rorb",4
"GO:0034329","BP","GO:0034329","cell junction assembly","16/512","439/29008",0.00537777442913846,0.0404931879988642,0.0303134103431,"Bdnf/Ghsr/Epha2/Cldn3/Cldn23/Tpbg/Six4/Ocln/Pcdh17/Cdh6/Itga5/Cldn5/Cldn1/Epha3/Vegfa/Mpp7",16
"GO:0032680","BP","GO:0032680","regulation of tumor necrosis factor production","9/512","183/29008",0.00540998075233014,0.0405894247109293,0.0303854536443828,"Arid5a/Twist2/Thbs1/Ghsr/Zfp36/Tnfaip3/Irak3/Arg2/Syk",9
"GO:1905952","BP","GO:1905952","regulation of lipid localization","9/512","183/29008",0.00540998075233014,0.0405894247109293,0.0303854536443828,"Thbs1/Ntsr1/Crh/Tac1/P2ry2/Irs2/Syk/Lipg/Galr1",9
